timestamp	context_type	group_type	algorithm	aggregation_method	@k	precision	recall	ndcg	
2022-06-18 01:03:23.608463	none	chill_0	coclustering	maj	10	0.35	1.0	0.19060551879990953	
2022-06-18 01:03:23.608538	none	chill_0	coclustering	maj	15	0.23333333333333334	1.0	0.16317017665133815	
2022-06-18 01:03:23.608602	none	chill_0	coclustering	maj	20	0.175	1.0	0.1386225563416329	
2022-06-18 01:03:23.608658	none	chill_0	coclustering	maj	25	ukn	ukn	ukn	
2022-06-18 01:03:23.608710	none	chill_0	coclustering	maj	30	ukn	ukn	ukn	
2022-06-18 01:03:23.608772	none	chill_0	coclustering	maj	35	ukn	ukn	ukn	
2022-06-18 01:03:23.608830	none	chill_0	coclustering	maj	40	ukn	ukn	ukn	
2022-06-18 01:03:23.608880	none	chill_0	coclustering	maj	45	ukn	ukn	ukn	
2022-06-18 01:03:23.608930	none	chill_0	coclustering	maj	50	ukn	ukn	ukn	
2022-06-18 01:03:23.608980	none	chill_0	coclustering	maj	55	ukn	ukn	ukn	
2022-06-18 01:03:23.609037	none	chill_0	coclustering	maj	60	ukn	ukn	ukn	
2022-06-18 01:03:23.609104	none	chill_0	coclustering	maj	65	ukn	ukn	ukn	
2022-06-18 01:03:23.609160	none	chill_0	coclustering	maj	70	ukn	ukn	ukn	
2022-06-18 01:03:23.609210	none	chill_0	coclustering	maj	75	ukn	ukn	ukn	
2022-06-18 01:03:23.609266	none	chill_0	coclustering	maj	80	ukn	ukn	ukn	
2022-06-18 01:03:23.609321	none	chill_0	coclustering	maj	85	ukn	ukn	ukn	
2022-06-18 01:03:23.609374	none	chill_0	coclustering	maj	90	ukn	ukn	ukn	
2022-06-18 01:03:23.609426	none	chill_0	coclustering	maj	95	ukn	ukn	ukn	
2022-06-18 01:03:23.609481	none	chill_0	coclustering	maj	100	ukn	ukn	err	
2022-06-18 01:03:23.675369	none	chill_0	coclustering	mpl	5	0.4	0.75	0.24750874448465635	
2022-06-18 01:03:23.675510	none	chill_0	coclustering	mpl	10	0.25	0.8333333333333333	0.20143569191068084	
2022-06-18 01:03:23.675572	none	chill_0	coclustering	mpl	15	0.23333333333333334	1.0	0.1735496427676131	
2022-06-18 01:03:23.675630	none	chill_0	coclustering	mpl	20	0.175	1.0	0.14782886374793147	
2022-06-18 01:03:23.675698	none	chill_0	coclustering	mpl	25	ukn	ukn	ukn	
2022-06-18 01:03:23.675732	none	chill_0	coclustering	mpl	30	ukn	ukn	ukn	
2022-06-18 01:03:23.675796	none	chill_0	coclustering	mpl	35	ukn	ukn	ukn	
2022-06-18 01:03:23.675828	none	chill_0	coclustering	mpl	40	ukn	ukn	ukn	
2022-06-18 01:03:23.675861	none	chill_0	coclustering	mpl	45	ukn	ukn	ukn	
2022-06-18 01:03:23.675905	none	chill_0	coclustering	mpl	50	ukn	ukn	ukn	
2022-06-18 01:03:23.675937	none	chill_0	coclustering	mpl	55	ukn	ukn	ukn	
2022-06-18 01:03:23.675969	none	chill_0	coclustering	mpl	60	ukn	ukn	ukn	
